No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
11786,2014,7,5,1,202.0,157.0,2.0,18.0,1300.0,64.0,25.3,998.2,21.4,0.0,ESE,2.1,Dingling
11787,2014,7,5,2,188.0,145.0,2.0,31.0,1300.0,35.0,25.5,998.1,21.0,0.0,E,1.3,Dingling
11788,2014,7,5,3,170.0,141.0,2.0,31.0,1200.0,35.0,25.2,997.8,21.3,0.0,SE,1.4,Dingling
11789,2014,7,5,4,154.0,95.0,2.0,31.0,1100.0,27.0,25.1,998.2,21.2,0.0,E,1.4,Dingling
11790,2014,7,5,5,156.0,132.0,2.0,26.0,1200.0,22.0,25.2,998.7,21.3,0.0,ESE,0.5,Dingling
11791,2014,7,5,6,158.0,124.0,2.0,20.0,1100.0,32.0,25.9,999.1,21.6,0.0,E,1.3,Dingling
11792,2014,7,5,7,154.0,110.0,2.0,17.0,1100.0,53.0,26.6,999.4,20.9,0.0,ESE,1.6,Dingling
11793,2014,7,5,8,151.0,124.0,2.0,14.0,1100.0,74.0,26.9,999.5,21.6,0.0,E,1.6,Dingling
11794,2014,7,5,9,151.0,126.0,2.0,17.0,1100.0,91.0,27.9,999.1,21.7,0.0,ESE,3.0,Dingling
11795,2014,7,5,10,149.0,116.0,3.0,12.0,1000.0,125.0,28.5,999.0,21.5,0.0,SE,2.0,Dingling
11796,2014,7,5,11,149.0,116.0,3.0,12.0,1000.0,125.0,29.8,998.6,21.2,0.0,SE,2.1,Dingling
11797,2014,7,5,12,149.0,116.0,3.0,12.0,1000.0,125.0,29.3,998.3,21.8,0.0,ENE,1.6,Dingling
11798,2014,7,5,13,143.0,133.0,3.0,16.0,1200.0,201.0,30.6,997.4,21.4,0.0,ESE,2.1,Dingling
11799,2014,7,5,14,163.0,129.0,2.0,23.0,1200.0,200.0,30.9,996.7,19.9,0.0,E,3.5,Dingling
11800,2014,7,5,15,156.0,140.0,4.0,20.0,1300.0,230.0,31.4,996.2,20.7,0.0,ESE,2.7,Dingling
11801,2014,7,5,16,156.0,140.0,4.0,20.0,1300.0,230.0,32.2,995.9,18.0,0.0,S,3.5,Dingling
11802,2014,7,5,17,97.0,85.0,2.0,18.0,800.0,240.0,31.4,995.8,19.1,0.0,S,3.6,Dingling
11803,2014,7,5,18,97.0,85.0,2.0,18.0,800.0,240.0,30.3,996.2,19.0,0.0,SSE,3.1,Dingling
11804,2014,7,5,19,83.0,96.0,2.0,22.0,800.0,197.0,29.6,996.6,19.0,0.0,SE,2.3,Dingling
11805,2014,7,5,20,86.0,93.0,2.0,23.0,800.0,175.0,29.0,996.9,19.6,0.0,SSE,2.6,Dingling
11806,2014,7,5,21,79.0,89.0,2.0,23.0,800.0,130.0,28.5,996.8,20.2,0.0,ESE,1.6,Dingling
11807,2014,7,5,22,74.0,70.0,2.0,19.0,700.0,112.0,28.0,996.9,20.6,0.0,ESE,2.0,Dingling
11808,2014,7,5,23,74.0,81.0,2.0,17.0,700.0,95.0,27.2,996.6,21.0,0.0,ESE,1.6,Dingling
11809,2014,7,6,0,81.0,82.0,2.0,18.0,700.0,81.0,26.5,996.5,21.7,0.0,ENE,1.2,Dingling
11810,2014,7,6,1,97.0,99.0,2.0,17.0,800.0,72.0,26.3,996.6,21.9,0.0,ENE,0.9,Dingling
11811,2014,7,6,2,105.0,107.0,2.0,20.0,800.0,61.0,25.8,996.5,22.3,0.0,E,1.2,Dingling
11812,2014,7,6,3,133.0,122.0,2.0,20.0,1100.0,62.0,25.7,996.4,22.4,0.0,ESE,1.4,Dingling
11813,2014,7,6,4,137.0,120.0,2.0,20.0,1100.0,48.0,24.9,996.8,21.4,0.0,WNW,1.1,Dingling
11814,2014,7,6,5,151.0,128.0,2.0,18.0,1200.0,44.0,25.1,997.1,22.6,0.0,ESE,1.5,Dingling
11815,2014,7,6,6,157.0,128.0,2.0,30.0,1300.0,34.0,25.0,997.0,22.5,0.0,ENE,1.6,Dingling
11816,2014,7,6,7,179.0,175.0,2.0,49.0,1400.0,16.0,25.2,997.1,22.5,0.0,E,1.3,Dingling
11817,2014,7,6,8,252.0,233.0,5.0,36.0,1600.0,48.0,26.7,996.9,22.5,0.0,E,1.6,Dingling
11818,2014,7,6,9,247.0,191.0,5.0,29.0,1400.0,74.0,27.8,997.0,22.3,0.0,ESE,1.6,Dingling
11819,2014,7,6,10,239.0,191.0,5.0,28.0,1300.0,95.0,28.9,996.9,22.4,0.0,S,1.8,Dingling
11820,2014,7,6,11,239.0,191.0,5.0,28.0,1300.0,95.0,29.6,996.5,21.8,0.0,S,1.9,Dingling
11821,2014,7,6,12,220.0,204.0,5.0,22.0,1200.0,163.0,30.2,995.6,22.1,0.0,S,2.2,Dingling
11822,2014,7,6,13,230.0,183.0,4.0,22.0,1200.0,186.0,30.8,995.2,22.7,0.0,ESE,2.0,Dingling
11823,2014,7,6,14,219.0,196.0,4.0,22.0,1200.0,223.0,30.8,994.7,22.4,0.0,ESE,3.8,Dingling
11824,2014,7,6,15,219.0,196.0,4.0,22.0,1200.0,223.0,31.5,994.6,23.1,0.0,SE,1.8,Dingling
11825,2014,7,6,16,226.0,219.0,6.0,23.0,1300.0,270.0,31.0,994.3,23.1,0.0,E,2.9,Dingling
11826,2014,7,6,17,215.0,205.0,6.0,23.0,1300.0,262.0,30.4,994.3,23.3,0.0,E,2.2,Dingling
11827,2014,7,6,18,207.0,186.0,5.0,23.0,1300.0,247.0,29.6,994.9,23.3,0.0,E,2.5,Dingling
11828,2014,7,6,19,205.0,191.0,5.0,24.0,1300.0,232.0,29.1,995.4,23.3,0.0,E,2.2,Dingling
11829,2014,7,6,20,203.0,190.0,6.0,23.0,1300.0,213.0,28.6,996.1,23.1,0.0,E,1.8,Dingling
11830,2014,7,6,21,198.0,191.0,4.0,18.0,1300.0,187.0,28.2,996.0,22.9,0.0,E,1.4,Dingling
11831,2014,7,6,22,199.0,168.0,3.0,16.0,1300.0,173.0,28.2,995.8,22.9,0.0,E,2.2,Dingling
11832,2014,7,6,23,198.0,191.0,3.0,15.0,1300.0,161.0,27.6,995.7,22.8,0.0,E,2.6,Dingling
11833,2014,7,7,0,198.0,191.0,3.0,15.0,1300.0,161.0,27.0,995.9,22.4,0.0,E,3.0,Dingling
11834,2014,7,7,1,194.0,180.0,4.0,21.0,1200.0,124.0,26.7,996.0,22.1,0.0,ENE,1.6,Dingling
11835,2014,7,7,2,171.0,154.0,8.0,21.0,1200.0,104.0,26.2,996.0,21.6,0.0,ESE,2.3,Dingling
11836,2014,7,7,3,154.0,134.0,6.0,22.0,1100.0,74.0,26.0,996.2,21.2,0.0,ESE,3.3,Dingling
11837,2014,7,7,4,166.0,135.0,6.0,15.0,1000.0,86.0,25.7,996.0,20.9,0.0,ESE,2.4,Dingling
11838,2014,7,7,5,151.0,118.0,7.0,21.0,1100.0,70.0,25.5,996.3,21.0,0.0,ESE,2.4,Dingling
11839,2014,7,7,6,138.0,105.0,5.0,25.0,1100.0,46.0,25.6,996.1,21.3,0.0,SE,1.0,Dingling
11840,2014,7,7,7,108.0,70.0,8.0,23.0,1200.0,50.0,25.7,995.9,21.4,0.0,SE,1.5,Dingling
11841,2014,7,7,8,99.0,88.0,9.0,26.0,1000.0,46.0,26.0,995.5,21.7,0.0,ESE,1.1,Dingling
11842,2014,7,7,9,96.0,88.0,9.0,24.0,1000.0,54.0,26.7,995.3,21.7,0.0,ESE,2.3,Dingling
11843,2014,7,7,10,97.0,79.0,10.0,25.0,1000.0,63.0,27.9,994.9,21.9,0.0,ESE,2.8,Dingling
11844,2014,7,7,11,107.0,110.0,10.0,28.0,1000.0,71.0,28.5,994.2,22.3,0.0,ENE,1.5,Dingling
11845,2014,7,7,12,107.0,110.0,10.0,28.0,1000.0,71.0,29.6,993.8,22.3,0.0,E,1.1,Dingling
11846,2014,7,7,13,174.0,173.0,8.0,31.0,1200.0,149.0,29.8,992.5,22.5,0.0,ESE,2.2,Dingling
11847,2014,7,7,14,173.0,162.0,10.0,32.0,1200.0,185.0,30.3,991.7,23.2,0.0,NE,0.9,Dingling
11848,2014,7,7,15,184.0,171.0,9.0,32.0,1200.0,208.0,30.9,991.9,22.5,0.0,WSW,1.8,Dingling
11849,2014,7,7,16,184.0,171.0,9.0,32.0,1200.0,208.0,31.2,990.9,22.8,0.0,E,1.3,Dingling
11850,2014,7,7,17,187.0,168.0,9.0,23.0,1200.0,192.0,31.7,990.6,21.8,0.0,SE,2.0,Dingling
11851,2014,7,7,18,188.0,184.0,10.0,21.0,1200.0,193.0,29.7,991.1,22.9,0.0,E,3.7,Dingling
11852,2014,7,7,19,188.0,184.0,10.0,21.0,1200.0,193.0,28.8,991.4,22.8,0.0,E,2.1,Dingling
11853,2014,7,7,20,221.0,197.0,10.0,21.0,1400.0,190.0,28.4,991.8,22.2,0.0,E,2.0,Dingling
11854,2014,7,7,21,223.0,193.0,8.0,18.0,1400.0,179.0,28.2,991.7,22.2,0.0,E,1.3,Dingling
11855,2014,7,7,22,230.0,187.0,7.0,18.0,1300.0,175.0,27.7,991.8,22.0,0.0,NE,1.9,Dingling
11856,2014,7,7,23,212.0,171.0,8.0,17.0,1300.0,173.0,27.2,992.0,22.2,0.0,N,1.3,Dingling
11857,2014,7,8,0,199.0,167.0,9.0,16.0,1200.0,168.0,26.7,991.5,22.1,0.0,E,0.7,Dingling
11858,2014,7,8,1,192.0,148.0,11.0,16.0,1200.0,158.0,26.1,991.6,22.2,0.0,NNW,0.9,Dingling
11859,2014,7,8,2,179.0,135.0,11.0,16.0,1200.0,140.0,25.6,991.8,21.9,0.0,NNW,1.0,Dingling
11860,2014,7,8,3,176.0,134.0,11.0,15.0,1200.0,135.0,25.2,991.8,21.9,0.0,NW,0.7,Dingling
11861,2014,7,8,4,167.0,131.0,8.0,17.0,1100.0,105.0,24.9,992.2,22.4,0.0,WNW,0.8,Dingling
11862,2014,7,8,5,176.0,135.0,6.0,19.0,1100.0,84.0,24.9,992.8,21.6,0.0,N,1.3,Dingling
11863,2014,7,8,6,171.0,137.0,3.0,17.0,1100.0,61.0,26.2,993.2,21.8,0.0,NNW,1.0,Dingling
11864,2014,7,8,7,191.0,161.0,4.0,15.0,1200.0,73.0,28.7,993.6,17.2,0.0,N,2.4,Dingling
11865,2014,7,8,8,147.0,22.0,5.0,8.0,800.0,97.0,30.7,993.9,13.9,0.0,N,2.6,Dingling
11866,2014,7,8,9,16.0,5.0,2.0,4.0,300.0,70.0,31.9,994.2,13.6,0.0,NNE,3.5,Dingling
11867,2014,7,8,10,11.0,10.0,2.0,4.0,300.0,75.0,33.3,994.3,11.8,0.0,NW,3.8,Dingling
11868,2014,7,8,11,10.0,10.0,3.0,7.0,300.0,80.0,33.9,994.4,10.5,0.0,NW,4.2,Dingling
11869,2014,7,8,12,9.6,26.9,9.4,9.0,300.0,99.7,32.5,994.2,8.0,0.0,NW,4.7,Dingling
11870,2014,7,8,13,9.6,26.9,9.4,9.0,300.0,99.7,34.3,993.6,7.4,0.0,WSW,4.7,Dingling
11871,2014,7,8,14,4.0,5.0,7.0,11.0,300.0,102.0,34.1,993.5,6.4,0.0,NW,5.0,Dingling
11872,2014,7,8,15,14.0,20.0,5.0,11.0,200.0,106.0,33.2,993.3,8.6,0.0,W,3.3,Dingling
11873,2014,7,8,16,8.0,15.0,5.0,13.0,200.0,112.0,33.6,992.9,10.2,0.0,W,2.5,Dingling
11874,2014,7,8,17,22.0,32.0,5.0,15.0,300.0,102.0,32.9,993.1,9.7,0.0,W,2.0,Dingling
11875,2014,7,8,18,22.0,32.0,5.0,15.0,300.0,102.0,32.0,993.6,9.5,0.0,WNW,2.3,Dingling
11876,2014,7,8,19,11.0,7.0,3.0,18.0,300.0,85.0,31.1,994.5,9.3,0.0,NNE,0.7,Dingling
11877,2014,7,8,20,3.0,13.0,2.0,16.0,200.0,77.0,29.6,995.3,13.8,0.0,ENE,1.3,Dingling
11878,2014,7,8,21,13.0,48.0,2.0,21.0,300.0,56.0,26.9,995.4,13.3,0.0,N,0.9,Dingling
11879,2014,7,8,22,8.0,30.0,2.0,21.0,300.0,49.0,26.5,995.5,11.0,0.0,N,1.3,Dingling
11880,2014,7,8,23,11.0,34.0,3.0,19.0,300.0,48.0,25.9,995.7,10.9,0.0,N,1.1,Dingling
11881,2014,7,9,0,4.0,12.0,3.0,17.0,300.0,49.0,25.0,995.9,11.5,0.0,NNW,2.0,Dingling
11882,2014,7,9,1,3.0,23.0,3.0,15.0,300.0,45.0,25.2,995.9,11.0,0.0,NW,1.7,Dingling
11883,2014,7,9,2,3.0,12.0,4.0,16.0,300.0,44.0,24.2,996.0,11.8,0.0,WNW,1.0,Dingling
11884,2014,7,9,3,9.0,5.0,5.0,14.0,300.0,49.0,24.7,996.1,11.3,0.0,NNW,1.5,Dingling
11885,2014,7,9,4,11.0,8.0,4.0,17.0,300.0,44.0,25.6,996.6,11.0,0.0,N,0.7,Dingling
11886,2014,7,9,5,8.0,13.0,3.0,12.0,200.0,57.0,24.8,997.1,11.4,0.0,N,1.1,Dingling
11887,2014,7,9,6,8.0,11.0,3.0,7.0,200.0,59.0,26.9,997.1,10.1,0.0,NNE,1.8,Dingling
11888,2014,7,9,7,4.0,24.0,4.0,10.0,200.0,55.0,27.6,997.5,11.6,0.0,NNE,1.8,Dingling
11889,2014,7,9,8,7.0,28.0,8.0,16.0,300.0,48.0,29.3,997.6,10.9,0.0,NNW,1.0,Dingling
11890,2014,7,9,9,9.0,30.0,6.0,11.0,300.0,50.0,30.5,997.4,9.9,0.0,NW,1.6,Dingling
11891,2014,7,9,10,9.0,30.0,6.0,11.0,300.0,50.0,31.0,996.9,8.7,0.0,NNW,3.1,Dingling
11892,2014,7,9,11,5.0,5.0,2.0,4.0,200.0,64.0,31.7,996.3,8.6,0.0,NNW,2.0,Dingling
11893,2014,7,9,12,11.0,5.0,2.0,3.0,200.0,70.0,32.6,995.5,8.8,0.0,NNW,1.8,Dingling
11894,2014,7,9,13,6.0,42.0,2.0,8.0,200.0,71.0,32.4,995.1,7.9,0.0,WSW,1.6,Dingling
11895,2014,7,9,14,19.0,5.0,7.0,9.0,300.0,79.0,32.6,994.6,8.1,0.0,N,1.8,Dingling
11896,2014,7,9,15,3.0,12.0,2.0,5.0,200.0,88.0,32.6,994.4,7.4,0.0,NNW,1.0,Dingling
11897,2014,7,9,16,3.0,13.0,7.0,6.0,200.0,92.0,30.9,993.9,14.9,0.0,SE,0.9,Dingling
11898,2014,7,9,17,3.0,30.0,10.0,10.0,300.0,85.0,30.0,993.7,15.3,0.0,S,1.3,Dingling
11899,2014,7,9,18,14.0,28.0,17.0,11.0,300.0,87.0,30.4,993.8,14.1,0.0,E,1.2,Dingling
11900,2014,7,9,19,24.0,160.0,6.0,38.0,400.0,92.0,28.3,993.6,16.2,0.0,NW,1.4,Dingling
11901,2014,7,9,20,22.0,80.0,2.0,33.0,400.0,91.0,27.6,993.6,14.2,0.0,N,1.5,Dingling
11902,2014,7,9,21,9.0,28.0,3.0,28.0,400.0,69.0,26.3,993.5,13.4,0.0,N,0.7,Dingling
11903,2014,7,9,22,10.0,34.0,3.0,21.0,400.0,59.0,25.8,993.4,11.9,0.0,N,0.9,Dingling
11904,2014,7,9,23,15.0,23.0,4.0,16.0,400.0,52.0,25.3,993.1,11.5,0.0,NW,0.8,Dingling
11905,2014,7,10,0,14.0,22.0,5.0,14.0,400.0,48.0,25.2,992.9,11.4,0.0,NW,1.1,Dingling
11906,2014,7,10,1,13.0,27.0,7.0,13.0,400.0,44.0,25.3,992.6,10.3,0.0,N,1.4,Dingling
11907,2014,7,10,2,12.0,32.0,6.0,14.0,400.0,34.0,23.7,992.7,12.3,0.0,SE,0.8,Dingling
11908,2014,7,10,3,18.0,35.0,7.0,21.0,400.0,26.0,23.6,992.8,12.9,0.0,NNW,0.7,Dingling
11909,2014,7,10,4,14.0,23.0,14.0,14.0,400.0,53.0,23.0,992.8,12.9,0.0,NW,1.4,Dingling
11910,2014,7,10,5,12.0,30.0,14.0,13.0,400.0,58.0,24.3,993.0,12.9,0.0,NNW,1.2,Dingling
11911,2014,7,10,6,13.0,39.0,11.0,15.0,400.0,53.0,27.7,993.1,12.9,0.0,N,1.3,Dingling
11912,2014,7,10,7,15.0,53.0,11.0,13.0,400.0,55.0,30.3,993.2,13.1,0.0,N,1.9,Dingling
11913,2014,7,10,8,20.0,38.0,23.0,11.0,500.0,67.0,32.7,992.8,11.8,0.0,NNE,1.5,Dingling
11914,2014,7,10,9,24.0,52.0,37.0,13.0,600.0,73.0,34.3,992.3,12.0,0.0,W,1.5,Dingling
11915,2014,7,10,10,23.0,24.0,32.0,10.0,500.0,86.0,35.4,991.6,11.1,0.0,NW,2.2,Dingling
11916,2014,7,10,11,16.0,32.0,11.0,6.0,400.0,101.0,37.3,990.8,9.0,0.0,ESE,1.4,Dingling
11917,2014,7,10,12,15.0,5.0,5.0,4.0,300.0,108.0,36.5,990.1,9.9,0.0,SSW,1.4,Dingling
11918,2014,7,10,13,3.0,5.0,3.0,6.0,200.0,105.0,36.5,989.7,9.9,0.0,SSE,3.0,Dingling
11919,2014,7,10,14,8.0,64.0,5.0,9.0,300.0,136.0,36.9,989.5,12.4,0.0,SSW,4.3,Dingling
11920,2014,7,10,15,12.0,40.0,6.0,12.0,300.0,171.0,36.7,989.0,11.5,0.0,S,2.7,Dingling
11921,2014,7,10,16,34.0,94.0,6.0,19.0,500.0,251.0,36.7,988.4,11.5,0.0,SE,2.9,Dingling
11922,2014,7,10,17,24.0,68.0,5.0,17.0,400.0,224.0,35.2,988.6,12.2,0.0,SSE,1.7,Dingling
11923,2014,7,10,18,22.0,61.0,3.0,16.0,300.0,195.0,34.2,988.5,13.1,0.0,SSE,2.3,Dingling
11924,2014,7,10,19,21.0,80.0,3.0,18.0,400.0,176.0,32.4,988.9,15.0,0.0,NW,0.6,Dingling
11925,2014,7,10,20,23.0,56.0,2.0,15.0,400.0,148.0,30.3,989.5,15.2,0.0,N,1.7,Dingling
11926,2014,7,10,21,27.0,70.0,2.0,15.0,400.0,136.0,28.4,989.7,15.0,0.0,NNE,1.1,Dingling
11927,2014,7,10,22,17.0,69.0,2.0,15.0,400.0,127.0,28.1,989.8,14.3,0.0,NNW,1.3,Dingling
11928,2014,7,10,23,25.0,65.0,2.0,16.0,400.0,117.0,25.6,989.8,14.7,0.0,NNW,2.1,Dingling
11929,2014,7,11,0,25.0,56.0,2.0,14.0,400.0,107.0,25.2,989.9,14.3,0.0,NE,0.3,Dingling
11930,2014,7,11,1,17.0,52.0,2.0,17.0,400.0,84.0,24.8,989.9,14.0,0.0,N,1.1,Dingling
11931,2014,7,11,2,17.0,37.0,2.0,10.0,300.0,85.0,23.4,990.2,14.4,0.0,WNW,0.8,Dingling
11932,2014,7,11,3,18.0,37.0,2.0,10.0,300.0,72.0,23.8,990.7,14.8,0.0,NNW,1.8,Dingling
11933,2014,7,11,4,14.0,39.0,2.0,17.0,300.0,48.0,23.1,991.3,14.6,0.0,NE,1.1,Dingling
11934,2014,7,11,5,14.0,29.0,2.0,16.0,300.0,49.0,23.5,991.5,14.5,0.0,NW,1.2,Dingling
11935,2014,7,11,6,13.0,12.0,19.0,17.0,400.0,61.0,29.1,992.0,10.7,0.0,N,3.5,Dingling
11936,2014,7,11,7,8.0,28.0,15.0,13.0,400.0,64.0,31.0,992.3,9.8,0.0,NNE,2.4,Dingling
11937,2014,7,11,8,8.0,25.0,6.0,7.0,300.0,70.0,32.2,992.4,9.7,0.0,NNW,2.4,Dingling
11938,2014,7,11,9,5.0,11.0,2.0,3.0,200.0,74.0,33.0,992.2,10.4,0.0,NNW,2.4,Dingling
11939,2014,7,11,10,6.0,16.0,2.0,3.0,200.0,81.0,34.6,991.8,9.1,0.0,NW,4.1,Dingling
11940,2014,7,11,11,5.0,5.0,2.0,3.0,200.0,84.0,35.8,991.4,9.3,0.0,WNW,4.2,Dingling
11941,2014,7,11,12,5.0,9.0,2.0,5.0,200.0,94.0,35.5,990.9,9.1,0.0,WNW,0.7,Dingling
11942,2014,7,11,13,13.0,27.0,6.0,8.0,300.0,104.0,35.5,990.4,9.1,0.0,N,2.5,Dingling
11943,2014,7,11,14,11.0,13.0,3.0,7.0,200.0,101.0,35.9,990.2,8.7,0.0,NNW,3.4,Dingling
11944,2014,7,11,15,4.0,8.0,2.0,4.0,200.0,98.0,34.5,990.1,12.8,0.0,E,2.8,Dingling
11945,2014,7,11,16,4.0,5.0,2.0,4.0,200.0,95.0,34.3,990.1,12.0,0.0,ESE,1.3,Dingling
11946,2014,7,11,17,3.0,19.0,2.0,5.0,200.0,91.0,34.0,990.2,12.9,0.0,E,2.1,Dingling
11947,2014,7,11,18,4.0,66.0,2.0,7.0,200.0,96.0,32.9,990.4,13.0,0.0,ESE,2.6,Dingling
11948,2014,7,11,19,10.0,53.0,2.0,12.0,300.0,111.0,31.6,991.3,13.4,0.0,E,1.5,Dingling
11949,2014,7,11,20,9.0,18.0,2.0,14.0,300.0,107.0,30.2,992.1,13.0,0.0,ENE,1.2,Dingling
11950,2014,7,11,21,7.0,26.0,2.0,10.0,300.0,95.0,29.6,992.3,12.9,0.0,NE,2.1,Dingling
11951,2014,7,11,22,11.0,43.0,2.0,10.0,300.0,89.0,27.5,993.1,13.1,0.0,NNW,1.8,Dingling
11952,2014,7,11,23,7.0,26.0,2.0,13.0,300.0,80.0,28.4,992.9,10.1,0.0,N,1.5,Dingling
11953,2014,7,12,0,3.0,5.0,2.0,6.0,200.0,89.0,27.9,993.4,9.7,0.0,NE,1.0,Dingling
11954,2014,7,12,1,7.0,14.0,2.0,3.0,200.0,84.0,28.0,993.8,9.8,0.0,NNE,1.2,Dingling
11955,2014,7,12,2,4.0,14.0,2.0,6.0,200.0,79.0,26.9,994.3,10.1,0.0,N,1.8,Dingling
11956,2014,7,12,3,6.0,9.0,2.0,4.0,200.0,81.0,25.5,994.6,10.5,0.0,NW,0.6,Dingling
11957,2014,7,12,4,3.0,16.0,2.0,4.0,200.0,78.0,24.9,994.7,10.4,0.0,N,1.1,Dingling
11958,2014,7,12,5,5.0,11.0,2.0,4.0,200.0,76.0,25.8,995.0,10.0,0.0,NW,1.5,Dingling
11959,2014,7,12,6,4.0,9.0,2.0,4.0,200.0,76.0,27.6,995.3,10.3,0.0,NE,1.8,Dingling
11960,2014,7,12,7,4.0,5.0,2.0,4.0,200.0,79.0,28.4,995.7,9.6,0.0,N,2.1,Dingling
11961,2014,7,12,8,3.0,20.0,2.0,4.0,200.0,82.0,30.4,995.4,8.7,0.0,NE,3.5,Dingling
11962,2014,7,12,9,4.0,5.0,2.0,5.0,200.0,85.0,31.5,995.2,7.9,0.0,NE,2.2,Dingling
11963,2014,7,12,10,7.0,5.0,2.0,4.0,200.0,91.0,32.3,994.6,7.2,0.0,N,3.5,Dingling
11964,2014,7,12,11,5.0,5.0,2.0,4.0,200.0,95.0,32.7,993.9,10.7,0.0,NE,1.5,Dingling
11965,2014,7,12,12,4.0,10.0,2.0,6.0,200.0,101.0,33.3,993.1,10.6,0.0,ENE,3.0,Dingling
11966,2014,7,12,13,11.0,13.0,2.0,7.0,200.0,109.0,33.4,992.4,10.7,0.0,SSE,2.1,Dingling
11967,2014,7,12,14,12.0,30.0,2.0,10.0,300.0,125.0,33.9,991.9,11.1,0.0,E,1.8,Dingling
11968,2014,7,12,15,5.0,28.0,2.0,8.0,300.0,128.0,34.2,991.5,10.7,0.0,E,2.7,Dingling
11969,2014,7,12,16,6.0,23.0,2.0,10.0,300.0,130.0,33.7,991.2,10.9,0.0,SE,1.3,Dingling
11970,2014,7,12,17,9.0,17.0,2.0,12.0,300.0,134.0,33.9,991.1,10.5,0.0,SSE,2.4,Dingling
11971,2014,7,12,18,9.0,20.0,2.0,12.0,300.0,136.0,32.3,991.5,10.3,0.0,SSE,2.7,Dingling
11972,2014,7,12,19,6.0,43.0,2.0,17.0,300.0,138.0,31.3,992.4,10.6,0.0,E,1.3,Dingling
11973,2014,7,12,20,6.0,26.0,2.0,15.0,300.0,121.0,29.3,993.2,11.4,0.0,NE,1.9,Dingling
11974,2014,7,12,21,14.0,45.0,2.0,17.0,300.0,124.0,28.2,993.7,11.3,0.0,N,1.6,Dingling
11975,2014,7,12,22,16.0,41.0,2.0,19.0,300.0,121.0,27.1,994.1,11.2,0.0,NW,1.0,Dingling
11976,2014,7,12,23,19.0,33.0,2.0,17.0,300.0,110.0,27.0,994.2,10.2,0.0,N,1.1,Dingling
11977,2014,7,13,0,11.0,19.0,2.0,10.0,300.0,94.0,25.5,994.2,10.5,0.0,NW,2.1,Dingling
11978,2014,7,13,1,13.0,6.0,2.0,9.0,200.0,70.0,25.3,994.2,10.3,0.0,N,1.7,Dingling
11979,2014,7,13,2,8.0,20.0,2.0,9.0,200.0,61.0,25.9,994.2,10.1,0.0,N,2.3,Dingling
11980,2014,7,13,3,6.0,10.0,2.0,6.0,200.0,67.0,25.9,994.3,9.7,0.0,NNE,3.2,Dingling
11981,2014,7,13,4,3.0,22.0,2.0,6.0,200.0,75.0,25.4,994.5,9.6,0.0,NE,2.9,Dingling
11982,2014,7,13,5,3.0,8.0,2.0,2.0,200.0,80.0,25.3,994.8,10.0,0.0,NNE,1.5,Dingling
11983,2014,7,13,6,3.0,10.0,2.0,2.0,200.0,76.0,27.5,995.1,10.2,0.0,NNW,2.5,Dingling
11984,2014,7,13,7,3.0,16.0,2.0,3.0,200.0,72.0,28.8,995.2,10.5,0.0,NW,2.5,Dingling
11985,2014,7,13,8,3.0,16.0,2.0,3.0,200.0,71.0,30.8,994.8,10.2,0.0,NNE,3.6,Dingling
11986,2014,7,13,9,4.0,14.0,2.0,2.0,200.0,75.0,32.4,994.5,11.0,0.0,NW,3.5,Dingling
11987,2014,7,13,10,11.0,23.0,6.0,7.0,300.0,74.0,33.6,994.0,10.2,0.0,NNW,1.9,Dingling
11988,2014,7,13,11,7.0,74.0,2.0,3.0,200.0,89.0,35.0,993.2,10.1,0.0,NW,3.3,Dingling
11989,2014,7,13,12,6.0,22.0,2.0,2.0,200.0,98.0,34.6,992.4,11.1,0.0,NNW,1.3,Dingling
11990,2014,7,13,13,14.0,8.0,2.0,2.0,200.0,102.0,34.8,992.1,12.5,0.0,E,3.9,Dingling
11991,2014,7,13,14,13.0,39.0,2.0,10.0,200.0,110.0,34.8,991.8,11.2,0.0,NNE,1.8,Dingling
11992,2014,7,13,15,11.0,15.0,2.0,4.0,200.0,123.0,27.2,992.6,16.5,0.3,NNE,1.8,Dingling
11993,2014,7,13,16,3.0,105.0,2.0,4.0,300.0,91.0,29.6,991.6,13.4,0.0,NE,1.9,Dingling
11994,2014,7,13,17,8.0,28.0,2.0,4.0,300.0,69.0,30.7,991.9,13.5,0.0,SSE,1.3,Dingling
11995,2014,7,13,18,4.0,58.0,2.0,2.0,300.0,89.0,29.6,992.2,15.0,0.0,ENE,1.9,Dingling
11996,2014,7,13,19,21.0,61.0,2.0,20.0,400.0,70.0,28.9,992.7,13.9,0.0,NNE,1.3,Dingling
11997,2014,7,13,20,15.0,40.0,2.0,12.0,300.0,79.0,28.4,993.2,13.9,0.0,NNW,1.1,Dingling
11998,2014,7,13,21,10.0,27.0,2.0,9.0,300.0,78.0,26.3,993.9,14.7,0.0,N,0.8,Dingling
11999,2014,7,13,22,11.0,36.0,2.0,9.0,300.0,57.0,26.0,994.1,13.5,0.0,NNE,0.8,Dingling
12000,2014,7,13,23,14.0,16.0,2.0,11.0,300.0,50.0,24.7,994.2,12.6,0.0,WNW,0.4,Dingling
12001,2014,7,14,0,7.0,17.0,2.0,6.0,300.0,54.0,24.4,994.0,12.0,0.0,NNE,0.9,Dingling
